gene_id	B100	B110	B175	B200	B210	B275	B300	B310	B375
MSTRG.90	3905	3558	3112	1945	1644	2358	2105	2171	1637
MSTRG.900	2682	76	75	2007	0	116	1228	284	155
MSTRG.9000	10954	900	221	9748	374	477	5374	257	196
MSTRG.9001	945	13877	764	363	8719	1970	652	2979	889
MSTRG.9002	18	0	13895	185	0	19105	29	0	10263
MSTRG.9003	271	0	2957	31	0	2034	344	0	3985
MSTRG.9004	958	4924	2812	614	5449	3746	636	5105	2958
MSTRG.9005	951	221	455	583	556	351	1440	231	285
MSTRG.9006	262	1099	8388	484	1529	21994	324	1264	8344
MSTRG.9007	10384	30	605	8697	14	283	7174	56	969
MSTRG.9008	240	5687	3339	250	6040	2560	76	4569	4034
MSTRG.9009	5274	1189	2658	3655	1105	3121	3524	1026	4628
MSTRG.901	238	94	520	128	53	411	52	156	476
MSTRG.9010	638	5176	5	664	10734	35	238	2351	73
MSTRG.9011	85	125	69	69	69	123	51	18	65
MSTRG.9012	1803	745	0	1758	157	0	1497	22	0
MSTRG.9013	1271	108	3449	625	19	5381	544	69	2820
MSTRG.9014	1398	93	391	410	128	313	918	78	127
MSTRG.9015	2187	545	2681	1635	859	1650	845	686	1833
MSTRG.9016	3992	4717	836	2717	3122	690	765	1084	550
MSTRG.9017	1281	3224	1824	788	2111	1784	1160	1045	1577
MSTRG.9018	179	0	2912	238	52	2320	420	8	2618
MSTRG.9019	0	688	85	1	270	356	9	152	1511
MSTRG.902	160	658	6730	331	580	7142	6	1793	4089
MSTRG.9020	3757	2642	0	2568	8968	0	4204	3568	0
MSTRG.9021	6675	31	886	3719	55	692	2982	29	258
MSTRG.9022	3565	6579	118	1838	5993	134	1195	14559	37
MSTRG.9023	564	550	1418	463	164	926	495	459	978
MSTRG.9024	4101	2270	0	3018	103	43	1033	1577	0
MSTRG.9025	627	1349	276	542	1011	380	277	1668	144
MSTRG.9026	185	4210	198	57	2889	255	34	4126	151
MSTRG.9027	1768	677	325	1741	243	269	817	382	160
MSTRG.9028	2150	229	71	889	111	39	830	120	48
MSTRG.9029	1220	1111	1041	1057	457	729	614	1302	1524
MSTRG.903	164	0	241	60	0	84	27	0	182
MSTRG.9030	8775	45	67	4831	26	522	1479	71	63
MSTRG.9031	746	697	357	142	680	647	863	714	380
MSTRG.9032	1616	2308	101	895	2681	162	2047	2513	34
MSTRG.9033	0	273	3267	0	222	3810	0	507	2612
MSTRG.9034	1130	0	162	361	0	143	37	0	157
MSTRG.9035	30	1513	998	248	2254	3188	87	1468	850
MSTRG.9036	710	581	703	955	82	991	829	255	522
MSTRG.9037	19	541	125	11	38	122	37	500	415
MSTRG.9038	10529	2379	5354	9955	1066	1203	4714	1420	989
MSTRG.9039	2855	681	3328	685	393	5289	824	495	3194
MSTRG.904	1827	2012	169	2788	523	367	18	2013	190
MSTRG.9040	5126	10085	1621	3301	842	1508	3408	18887	6197
MSTRG.9041	465	0	2199	71	0	1794	246	0	1967
MSTRG.9042	466	295	63	8	356	130	15	313	36
MSTRG.9043	83	2474	20	2	3457	38	70	2411	12
MSTRG.9044	45	278	55	4	778	33	800	559	70
MSTRG.9045	320	1106	0	276	764	0	80	1049	51
MSTRG.9046	3696	289	396	3109	214	105	799	321	100
MSTRG.9047	19	0	3958	20	0	7929	7	0	5480
MSTRG.9048	86	178	122	98	158	135	100	188	173
MSTRG.9049	27	1787	144	1	1785	251	9	3576	377
MSTRG.905	9591	952	744	238	802	1541	670	1207	853
MSTRG.9050	6366	486	478	5002	673	1553	2174	235	790
MSTRG.9051	81928	9407	6324	50696	12575	11434	29317	3879	2260
MSTRG.9052	0	990	194	0	442	1297	0	873	229
MSTRG.9053	9	3594	1686	467	199	2065	27	1531	820
MSTRG.9054	1430	127	109	691	163	383	490	171	95
MSTRG.9055	824	295	462	745	42	246	313	326	150
MSTRG.9056	3063	73	6223	3589	49	3979	1394	206	2182
MSTRG.9057	11613	4654	4686	11563	3147	5722	6791	991	6265
MSTRG.9058	1031	16488	83	1785	13809	83	634	14075	54
MSTRG.9059	2659	1969	4	1653	1147	5	2154	417	57
MSTRG.906	964	8	235	983	34	153	639	12	192
MSTRG.9060	2418	558	5737	1590	452	5876	549	257	4926
MSTRG.9061	2220	0	109	2405	0	208	4270	76	384
MSTRG.9062	84	16412	2182	43	17229	1234	26	10841	2080
MSTRG.9063	2117	56	1031	2344	0	927	434	0	357
MSTRG.9064	1423	1854	0	771	2099	0	893	416	0
MSTRG.9065	0	3315	29	0	4898	15	0	6498	77
MSTRG.9066	15657	11	347	7740	5	412	1469	2	630
MSTRG.9067	2271	36	1679	2392	5	2983	1171	15	1064
MSTRG.9068	763	2093	85	441	3032	5	664	2350	62
MSTRG.9069	241	147	120	408	9	107	297	147	89
MSTRG.907	3982	88	2	1083	117	21	909	115	1
MSTRG.9070	6505	307	0	7240	1289	0	1118	198	0
MSTRG.9071	624	8616	250	1327	2251	714	1136	12148	871
MSTRG.9072	0	0	385	46	0	750	192	0	53
MSTRG.9073	158	43	7268	107	103	7840	71	136	5706
MSTRG.9074	10065	24	9830	8262	433	1806	5672	83	1930
MSTRG.9075	118	4157	212	92	2934	458	84	3304	231
MSTRG.9076	0	326	2547	0	97	1886	0	335	1375
MSTRG.9077	66	0	597	22	0	1499	239	0	564
MSTRG.9078	31	418	0	56	189	0	94	357	0
MSTRG.9079	0	43	181	0	37	9	0	77	226
MSTRG.908	30290	4191	177	1524	3029	93	12155	4933	188
MSTRG.9080	0	2923	179	0	3112	61	0	3257	31
MSTRG.9081	144	37	36	0	8	288	24	66	43
MSTRG.9082	146	916	1466	719	1775	503	1	1596	1557
MSTRG.9083	9	125	4	189	125	2	77	72	13
MSTRG.9084	139	0	1501	157	0	1185	30	0	1461
MSTRG.9085	16751	1299	55	11651	1723	93	11053	1983	70
MSTRG.9086	1005	19	1868	629	1	2078	781	22	2531
MSTRG.9087	245	8543	5223	229	11255	5982	128	8602	3175
MSTRG.9088	1684	351	1755	2129	571	1812	2322	737	1467
MSTRG.9089	111	3583	2280	61	3580	765	45	2047	770
MSTRG.909	123	366	45	199	345	0	67	459	0
MSTRG.9090	979	72	1	908	23	1	695	19	1
MSTRG.9091	327	0	250	368	0	300	58	0	295
MSTRG.9092	5	1784	27	2	976	27	0	1721	31
MSTRG.9093	557	2509	428	296	1810	217	394	2888	232
MSTRG.9094	1240	786	32	838	1027	0	675	1532	94
MSTRG.9095	758	85	0	587	79	4	209	70	524
MSTRG.9096	6	1691	289	2	2231	69	0	1454	516
MSTRG.9097	34	14357	2175	5	12540	3826	68	12989	1541
MSTRG.9098	90	3474	1	38	780	43	169	5008	34
MSTRG.9099	187	2542	1152	33	3882	643	150	5111	1094
MSTRG.91	4000	5432	2975	3905	1887	3429	2192	4509	2737
MSTRG.910	172	1261	203	81	1226	184	120	1048	243
MSTRG.9100	12089	558	692	9457	438	735	5272	353	481
MSTRG.9101	442	39	0	286	29	0	506	26	0
MSTRG.9102	247	9664	710	632	14582	668	24	11313	519
MSTRG.9103	1174	672	457	504	193	474	1128	331	315
MSTRG.9104	10529	3222	351	6970	3116	522	3850	4979	396
MSTRG.9105	743	3023	322	850	3080	338	110	5243	368
MSTRG.9106	669	193	835	154	375	806	811	144	1345
MSTRG.9107	732	74	963	491	74	1801	487	76	1223
MSTRG.9108	621	0	2113	475	0	6557	664	0	315
MSTRG.9109	222	4143	99	57	4461	456	125	4197	109
MSTRG.911	54	455	1937	74	434	1324	127	778	1526
MSTRG.9110	1172	694	3346	456	475	4544	1036	585	3088
MSTRG.9111	7416	4440	2180	13603	2640	375	4242	1053	2325
MSTRG.9112	3920	0	0	3056	0	0	2222	0	0
MSTRG.9113	61	4331	146	84	2944	144	72	949	393
MSTRG.9114	465	4749	0	408	3394	0	488	989	0
MSTRG.9115	352	3241	620	332	1454	1537	386	283	795
MSTRG.9116	354	335	338	209	300	479	379	146	1537
MSTRG.9117	16	8	11942	26	123	8451	11	55	5232
MSTRG.9118	1598	425	215	806	396	207	1070	481	136
MSTRG.9119	83	511	1165	109	92	1127	2	151	879
MSTRG.912	159	451	842	78	519	264	139	998	836
MSTRG.9120	3962	2151	1371	1785	1764	1675	1739	1889	1401
MSTRG.9121	111	644	474	106	202	85	80	581	494
MSTRG.9122	3126	852	0	1650	848	0	2485	743	0
MSTRG.9123	413	1823	0	89	2310	0	251	2050	0
MSTRG.9124	9183	2194	273	5182	1601	74	6629	2544	240
MSTRG.9125	119	123	36	130	613	392	116	2256	90
MSTRG.9126	4568	0	376	3588	0	727	3324	0	337
MSTRG.9127	1657	0	6249	784	0	5080	3305	0	4315
MSTRG.9128	473	771	120	528	296	44	528	465	59
MSTRG.9129	40	210	1054	19	222	1216	113	62	1208
MSTRG.913	634	134	817	442	132	732	674	159	766
MSTRG.9130	529	19	781	341	12	1198	448	43	588
MSTRG.9131	1642	1486	1259	1243	1116	1376	1004	1599	1177
MSTRG.9132	2177	296	405	2037	247	395	960	173	128
MSTRG.9133	4109	446	5433	3015	546	6858	5054	228	3319
MSTRG.9134	24	1217	321	26	919	448	0	2058	216
MSTRG.9135	94	99	414	61	389	295	19	121	512
MSTRG.9136	1	550	1996	1	780	1515	0	504	1166
MSTRG.9137	239	43	418	1	574	555	0	193	702
MSTRG.9138	0	2941	62	0	1650	11	0	3558	29
MSTRG.9139	790	1636	39782	505	903	62998	615	1567	33633
MSTRG.914	2261	184	22	698	180	23	1613	131	82
MSTRG.9140	382	849	20853	632	920	49869	424	659	18947
MSTRG.9141	761	83	713	690	32	1191	422	100	661
MSTRG.9142	443	147	344	1442	179	217	386	501	197
MSTRG.9143	0	4772	193	0	72	259	0	1753	100
MSTRG.9144	1730	3336	105	1290	3502	411	1060	3297	249
MSTRG.9145	49	2092	223	0	916	566	15	5227	454
MSTRG.9146	183	2550	717	460	1609	951	180	2679	913
MSTRG.9147	1130	591	711	682	2207	579	566	460	397
MSTRG.9148	153	434	910	64	522	1683	48	409	757
MSTRG.9149	689	1167	1353	656	1227	753	669	1126	557
MSTRG.915	2191	798	99	503	460	194	3350	551	77
MSTRG.9150	132	1141	1158	45	1171	1798	133	92	6368
MSTRG.9151	2285	349	95	594	187	225	975	92	28
MSTRG.9152	289	123	83	192	42	50	231	165	74
MSTRG.9153	231	10	1624	189	1	2822	187	51	2428
MSTRG.9154	598	306	4803	432	7	3852	675	351	4895
MSTRG.9155	10353	5155	2	5995	1760	44	17225	6654	22
MSTRG.9156	1069	176	280	375	195	114	1059	251	167
MSTRG.9157	1091	80	62	627	247	44	1229	288	7
MSTRG.9158	358	2028	8314	59	5221	11966	7	1596	6341
MSTRG.9159	94	7566	272	14	3309	1663	61	2747	251
MSTRG.916	922	6333	2252	693	9953	1475	512	6146	1795
MSTRG.9160	10161	595	631	6419	215	1049	1925	296	926
MSTRG.9161	7546	23	399	7175	3	963	1742	55	527
MSTRG.9162	26426	6111	279	27265	4856	162	7523	7386	437
MSTRG.9163	5868	2742	274	4429	936	234	1746	2273	174
MSTRG.9164	0	1335	11	0	632	2	0	672	8
MSTRG.9165	0	4693	38	0	1535	372	0	4251	206
MSTRG.9166	6461	5273	1460	5940	5589	935	4437	8754	996
MSTRG.9167	386	146	1543	372	146	1789	151	103	1335
MSTRG.9168	1550	5660	2054	1281	2919	4165	1427	6552	2131
MSTRG.9169	6622	7079	433	7518	5934	847	3014	6150	165
MSTRG.917	280	494	1506	341	137	2098	438	377	1258
MSTRG.9170	4256	174	29	6204	120	32	187	196	1
MSTRG.9171	4193	177	18	3951	0	12	129	37	27
MSTRG.9172	205	45	602	198	131	829	10	34	454
MSTRG.9173	831	802	233	45	363	177	9	417	45
MSTRG.9174	281	0	466	70	0	553	26	0	553
MSTRG.9175	140	63	14	146	58	27	60	60	30
MSTRG.9176	591	392	250	647	221	490	446	1024	410
MSTRG.9177	9680	2183	1850	9748	1567	4122	2966	2476	1329
MSTRG.9178	6459	80	30863	6810	6	18829	1921	110	65612
MSTRG.9179	1120	145	13531	1223	145	24024	365	128	8560
MSTRG.918	1517	424	642	746	201	884	1008	322	1044
MSTRG.9180	22114	0	5404	10231	0	2341	3948	0	12539
MSTRG.9181	56	322	223	60	1224	167	5	965	444
MSTRG.9182	4788	295	3480	6338	293	2472	7508	53	1385
MSTRG.9183	1464	12806	2432	204	6721	2596	583	7885	1897
MSTRG.9184	2368	25	1371	249	2	1160	2126	52	1563
MSTRG.9185	1999	9105	1237	1136	412	1003	1567	2167	1202
MSTRG.9186	4699	373	59	3788	704	128	3492	344	6
MSTRG.9187	14	4008	713	38	1924	476	9	2521	903
MSTRG.9188	249	672	49054	2	1296	66932	53	827	37321
MSTRG.9189	369	0	6338	347	0	7207	132	0	6286
MSTRG.919	947	501	199	588	1238	120	563	669	233
MSTRG.9190	1130	0	2657	766	0	2692	1346	26	2234
MSTRG.9191	901	228	6	642	0	15	683	101	14
MSTRG.9192	2164	4	91	2698	174	250	1331	7	72
MSTRG.9193	319	16	641	181	116	789	453	41	645
MSTRG.9194	0	2661	467	0	547	349	0	1823	318
MSTRG.9195	1901	3667	981	1915	2978	1601	1463	2848	739
MSTRG.9196	168	78	361	97	56	33	91	59	195
MSTRG.9197	1979	2158	0	1137	3222	0	1456	2862	0
MSTRG.9198	373	6649	2	429	3544	1	416	6128	16
MSTRG.9199	7837	2611	496	6044	307	715	2033	798	1052
MSTRG.92	1322	289	1187	1693	598	1470	988	425	1003
MSTRG.920	8773	1240	282	8544	1119	549	4963	1127	720
MSTRG.9200	0	141	140	0	25	163	0	12	265
MSTRG.9201	9	220	2038	14	69	2046	1	349	1010
MSTRG.9202	461	54	386	422	98	700	261	141	249
MSTRG.9203	2539	340	2	3923	414	179	1915	328	162
MSTRG.9204	393	5	452	545	3	300	480	777	354
MSTRG.9205	1143	322	663	690	86	555	630	414	833
MSTRG.9206	466	7140	0	220	5316	0	178	6544	0
MSTRG.9207	0	1000	134	0	709	534	0	1438	155
MSTRG.9208	8	715	84	56	638	81	3	618	42
MSTRG.9209	136	0	0	289	0	0	159	0	0
MSTRG.921	46	12	398	77	86	677	19	2	657
MSTRG.9210	2440	121	162	1898	234	148	2757	155	255
MSTRG.9211	523	425	123	462	465	174	204	317	193
MSTRG.9212	13719	273	158	9661	647	141	12313	729	268
MSTRG.9213	834	13	1642	667	26	2820	561	8	1309
MSTRG.9214	3849	586	318	219	356	582	818	528	1323
MSTRG.9215	146	1032	429	127	1505	330	133	1372	541
MSTRG.9216	283	886	602	73	1308	359	337	1960	461
MSTRG.9217	65	1999	398	62	4507	885	127	1178	725
MSTRG.9218	9862	66	110	9890	136	1104	2704	94	141
MSTRG.9219	14418	81	1794	12286	618	1783	7186	320	1014
MSTRG.922	2833	318	19	5627	103	6	3636	326	0
MSTRG.9220	3706	3918	503	3983	3737	306	1102	4139	447
MSTRG.9221	35	3162	2120	71	145	1580	11	1939	1519
MSTRG.9222	976	0	8019	1205	0	8592	614	0	7323
MSTRG.9223	0	234	1288	0	345	1353	111	497	506
MSTRG.9224	13230	0	868	13946	0	1660	5391	0	1004
MSTRG.9225	1185	721	393	977	1441	1317	235	1243	142
MSTRG.9226	5606	506	5625	7661	395	5320	5982	1909	5416
MSTRG.9227	15	10546	0	38	1500	0	104	11898	0
MSTRG.9228	73	42	2230	15	8	1021	6	61	1346
MSTRG.9229	472	714	3697	637	475	1351	409	907	1736
MSTRG.923	10640	238	1071	9371	133	1938	13654	237	399
MSTRG.9230	1809	1875	203	1898	1989	58	946	2157	445
MSTRG.9231	762	509	375	1611	154	1190	217	579	894
MSTRG.9232	11413	0	375	4372	0	383	13460	0	148
MSTRG.9233	0	201	3	0	56	11	0	412	27
MSTRG.9234	59	61	207	62	1184	192	68	82	135
MSTRG.9235	24	2766	174	277	2682	236	86	2766	175
MSTRG.9236	3704	4173	78	3123	1681	845	2037	2771	132
MSTRG.9237	245	3831	125	119	4449	167	161	2831	257
MSTRG.9238	0	712	1143	0	601	748	0	651	1391
MSTRG.9239	440	556	8198	290	654	8628	0	604	4624
MSTRG.924	1	109	1282	1	112	1007	0	184	1293
MSTRG.9240	211	1662	23	43	2349	68	83	1471	58
MSTRG.9241	3201	6121	198	3771	10242	123	1733	3949	212
MSTRG.9242	33	314	173	21	479	191	22	249	190
MSTRG.9243	1202	424	379	1569	401	415	1431	544	443
MSTRG.9244	69	2368	4477	72	1712	3666	94	1388	2570
MSTRG.9245	0	0	7109	0	0	3524	0	0	3464
MSTRG.9246	2649	533	2224	2371	575	2481	3485	729	2528
MSTRG.9247	7119	40	2971	12421	51	2231	893	59	1743
MSTRG.9248	443	4749	1205	664	593	1353	520	3990	1046
MSTRG.9249	4429	83217	1375	3099	57248	887	1765	128602	848
MSTRG.925	1332	295	1802	1535	177	5372	965	287	2869
MSTRG.9250	0	8839	3534	0	9410	10707	0	7596	4228
MSTRG.9251	0	864	0	0	1537	0	0	849	0
MSTRG.9252	1726	592	17	1095	254	6	1070	235	0
MSTRG.9253	1889	164	10861	1606	277	23582	1203	138	6319
MSTRG.9254	1140	217	50	937	173	51	924	400	74
MSTRG.9255	73	778	3248	86	835	3254	47	1236	2818
MSTRG.9256	1409	21	1767	2273	25	1138	519	65	845
MSTRG.9257	15963	651	4962	13374	873	5073	10809	451	5597
MSTRG.9258	1	717	2620	0	2813	3086	0	1386	2596
MSTRG.9259	106	1306	659	2	713	1144	0	1234	1321
MSTRG.926	2490	2207	2301	2955	1385	3262	1748	2003	3491
MSTRG.9260	8949	32	12064	7088	57	21546	9647	25	11317
MSTRG.9261	709	1747	62	386	5599	37	202	8847	116
MSTRG.9262	107	92	99	35	35	65	30	117	38
MSTRG.9263	13134	1677	50	13722	4431	64	9383	2841	18
MSTRG.9264	460	5347	259	105	4582	198	207	6825	257
MSTRG.9265	3025	377	207	2566	99	231	2744	92	168
MSTRG.9266	2111	53	14	2375	50	4	3054	24	45
MSTRG.9267	0	10	23	37	397	31	78	5	43
MSTRG.9268	542	8317	1039	190	14083	775	387	7329	1056
MSTRG.9269	0	320	161	0	802	682	0	867	681
MSTRG.927	319	1263	304	315	166	253	197	1074	297
MSTRG.9270	4858	1004	67	5051	1036	117	3160	1058	87
MSTRG.9271	892	456	10464	894	812	5601	650	661	8071
MSTRG.9272	819	186	9	831	200	11	257	410	6
MSTRG.9273	7942	186	674	7761	192	1218	2030	128	666
MSTRG.9274	9269	11	424	9412	10	309	2536	29	478
MSTRG.9275	10170	5	577	10401	2	288	2721	6	189
MSTRG.9276	6707	157	42	5033	528	39	699	421	219
MSTRG.9277	783	1791	133	721	460	55	190	1182	47
MSTRG.9278	1078	1815	4109	531	1892	3927	676	1837	3125
MSTRG.9279	354	2230	5794	157	3513	5130	39	2464	3581
MSTRG.928	193	1026	1170	82	935	2525	152	992	3013
MSTRG.9280	3663	480	297	1917	479	260	1366	256	296
MSTRG.9281	1076	15	31	858	69	1	481	7	1
MSTRG.9282	1772	52	153	1823	103	0	983	29	43
MSTRG.9283	6713	865	33	3763	2591	84	4023	514	22
MSTRG.9284	192	285	640	386	307	440	1061	75	376
MSTRG.9285	0	669	1154	0	662	1864	0	868	1344
MSTRG.9286	1114	33	114	274	38	125	118	19	53
MSTRG.9287	334	363	8487	251	520	11779	73	480	4171
MSTRG.9288	177	1906	1	220	1983	0	67	1793	1
MSTRG.9289	1270	16653	817	621	14254	945	476	10908	619
MSTRG.929	8954	33	4119	5072	54	4792	4172	158	3623
MSTRG.9290	2086	2	310	1039	106	0	2530	5	0
MSTRG.9291	142	8758	169	334	1010	24	143	14248	36
MSTRG.9292	545	4978	43	725	1043	7	264	1158	10
MSTRG.9293	96	3101	3	322	1695	134	59	2245	11
MSTRG.9294	1662	2132	253	1377	1104	199	1865	2029	112
MSTRG.9295	182	865	566	96	784	709	141	1142	650
MSTRG.9296	1184	249	82	1349	3	84	200	0	326
MSTRG.9297	244	48	1968	166	117	2492	168	12	1154
MSTRG.9298	523	882	94	853	367	219	253	1039	276
MSTRG.9299	149	54744	1088	38	4179	836	91	47549	8807
MSTRG.93	563	2751	450	1224	2594	894	407	2613	494
MSTRG.930	1187	181	45	672	312	419	614	182	146
MSTRG.9300	188	7349	1182	156	12296	1384	557	6026	466
MSTRG.9301	0	14807	1120	0	18462	980	0	11932	666
MSTRG.9302	3266	3780	351	615	2585	636	73	3453	180
MSTRG.9303	3877	38	4474	3543	29	7362	2428	27	3747
MSTRG.9304	1111	120	1360	1141	209	2827	591	85	1377
MSTRG.9305	2648	698	309	2140	1473	556	1483	723	218
MSTRG.9306	121	374	2942	703	259	1100	63	396	1155
MSTRG.9307	862	14	238	509	74	1289	263	95	774
MSTRG.9308	1034	1008	252	1686	1436	394	591	930	323
MSTRG.9309	79	589	2	389	90	56	41	137	28
MSTRG.931	5504	2755	587	1714	1033	2077	8425	1654	1451
MSTRG.9310	353	0	111	617	56	105	157	1	127
MSTRG.9311	139	0	6304	38	0	20088	196	0	4090
MSTRG.9312	173	2	25	9	5	38	41	34	43
MSTRG.9313	0	1224	72	0	477	38	55	1766	52
MSTRG.9314	196	190	2	15	327	6	125	319	57
MSTRG.9315	3285	2504	142	5178	662	305	731	2223	105
MSTRG.9316	168	384	267	243	463	225	167	449	229
MSTRG.9317	133	17	0	297	368	0	285	213	0
MSTRG.9318	581	323	167	1544	497	175	476	293	214
MSTRG.9319	11376	117	229	8657	43	444	2126	148	157
MSTRG.932	12199	78	2970	8271	104	7043	8896	137	3239
MSTRG.9320	1018	825	0	290	409	0	373	1162	0
MSTRG.9321	44	0	2389	7	0	1075	50	0	7678
MSTRG.9322	7216	340	39	6022	685	204	4065	282	143
MSTRG.9323	95	0	1803	298	0	1612	195	0	2144
MSTRG.9324	3182	388	0	1231	519	0	3469	679	0
MSTRG.9325	1368	166	4095	1017	67	3855	670	153	2369
MSTRG.9326	2548	1553	1468	1998	3719	2361	1683	1940	1126
MSTRG.9327	5291	1126	1958	6003	486	3224	4465	1531	3770
MSTRG.9328	169	341	1948	127	14	2281	118	532	1187
MSTRG.9329	5784	747	919	3704	268	868	7003	450	935
MSTRG.933	129	2214	1798	0	1611	2516	223	622	1203
MSTRG.9330	7519	1020	0	9739	1160	0	5309	1065	0
MSTRG.9331	89	86	347	56	535	287	78	302	391
MSTRG.9332	82	2837	719	2	1890	870	2	2439	1011
MSTRG.9333	110	2682	859	0	2101	434	32	1735	993
MSTRG.9334	105	12521	1194	0	11843	1256	0	15686	1113
MSTRG.9335	7	1524	1179	36	1326	3055	1	1289	1569
MSTRG.9336	50	799	1941	153	2024	1717	36	1402	2247
MSTRG.9337	484	3531	464	542	1471	293	98	4200	428
MSTRG.9338	0	0	157	0	0	314	0	0	23
MSTRG.9339	38	2387	2490	43	639	692	50	1563	1930
MSTRG.934	152	826	859	72	1158	1710	160	1183	1233
MSTRG.9340	430	6682	7177	309	911	11897	583	3231	2720
MSTRG.9341	1690	168	3624	2525	95	1924	540	314	1871
MSTRG.9342	122	664	258	7	770	545	90	1329	588
MSTRG.9343	126	22	996	129	29	3022	80	39	518
MSTRG.9344	184	713	2257	208	825	2971	150	633	1980
MSTRG.9345	391	43	0	791	47	0	1001	32	0
MSTRG.9346	211	87	1271	295	1372	1644	22	145	973
MSTRG.9347	337	283	0	1090	282	0	996	274	0
MSTRG.9348	14988	1799	0	7402	525	0	3658	1560	0
MSTRG.9349	87	9672	7562	20	6407	12923	28	8285	6274
MSTRG.935	0	138	1	0	67	6	0	134	4
MSTRG.9350	3303	35	300	641	77	548	264	56	444
MSTRG.9351	746	273	526	608	239	1075	538	122	1177
MSTRG.9352	3342	155	374	2128	169	665	1823	214	1004
MSTRG.9353	784	387	472	1524	350	1637	811	476	450
MSTRG.9354	0	6030	0	0	3738	0	0	5335	0
MSTRG.9355	299	7117	5076	3	2312	7502	53	7118	2890
MSTRG.9356	338	2629	3474	75	1988	17605	103	2745	7547
MSTRG.9357	20	2418	5	187	865	20	19	2373	13
MSTRG.9358	4952	1636	50	804	1500	75	3769	1235	0
MSTRG.9359	1770	0	156	1208	0	0	747	0	92
MSTRG.936	2010	243	1905	726	378	1013	2422	820	2953
MSTRG.9360	33	4425	146	58	3719	775	12	3848	176
MSTRG.9361	1851	885	3876	2529	6174	3599	1528	3472	2667
MSTRG.9362	9413	28	439	5035	5	315	4925	20	384
MSTRG.9363	1779	10498	13238	1788	8645	14401	796	12000	9457
MSTRG.9364	1913	93	37	568	156	16	804	71	30
MSTRG.9365	86	3391	0	24	2610	0	8	3671	0
MSTRG.9366	506	1682	785	114	1000	755	386	1362	763
MSTRG.9367	200	2	36	183	0	22	138	1	6
MSTRG.9368	296	5603	31325	353	5874	14079	183	7887	32944
MSTRG.9369	29	2847	4473	5	2689	5582	148	2659	4643
MSTRG.937	1208	754	300	1020	3192	641	844	1483	886
MSTRG.9370	0	15462	0	7	19780	0	553	19390	0
MSTRG.9371	13	77	71	0	260	961	187	835	9
MSTRG.9372	373	644	0	90	405	0	520	120	0
MSTRG.9373	7421	56	142	6042	129	72	5957	169	139
MSTRG.9374	1063	44	158	941	12	191	920	38	108
MSTRG.9375	1061	1302	25	759	734	1120	536	1318	74
MSTRG.9376	160	149	181	57	872	1367	31	938	220
MSTRG.9377	0	122	0	0	143	0	0	523	0
MSTRG.9378	57	12379	0	169	5117	0	95	7953	0
MSTRG.9379	470	818	628	402	882	1354	151	1050	1174
MSTRG.938	190	26	3	249	47	25	158	25	33
MSTRG.9380	803	599	2226	763	559	1034	577	715	1443
MSTRG.9381	5	589	2700	19	68	4317	1	390	2631
MSTRG.9382	438	16	3251	343	13	3290	340	220	3137
MSTRG.9383	1685	16876	2830	1203	17967	2740	1455	25818	2364
MSTRG.9384	626	9345	2919	975	11691	3828	747	12911	2147
MSTRG.9385	1758	0	696	3974	377	49	183	0	413
MSTRG.9386	143	38	85	436	33	58	41	58	30
MSTRG.9387	5692	1	318	4062	1	143	3657	0	546
MSTRG.9388	3089	425	2500	458	1091	3041	2754	533	2241
MSTRG.9389	0	102	4	0	490	3	0	87	8
MSTRG.939	4635	1371	85	3924	3261	85	2658	346	41
MSTRG.9390	208	14	41	339	13	58	424	16	212
MSTRG.9391	0	173	336	0	2	442	0	27	345
MSTRG.9392	1021	1	698	1366	1	1006	835	0	182
MSTRG.9393	409	1	707	476	3	949	1854	1	1818
MSTRG.9394	6452	1	130	7937	2	115	298	1	97
MSTRG.9395	0	101	2900	0	39	4583	0	159	813
MSTRG.9396	847	87	13873	615	84	12741	673	108	10802
MSTRG.9397	1586	1	857	1635	1	937	1858	1	995
MSTRG.9398	363	31	2066	126	49	2133	315	38	1403
MSTRG.9399	0	689	331	0	4307	3121	0	823	273
MSTRG.94	5523	3462	2662	3958	3546	4139	3811	3260	2388
MSTRG.940	447	1912	1234	380	1712	932	478	1993	1872
MSTRG.9400	0	2187	106	0	2913	124	0	1903	90
MSTRG.9401	237	166	417	71	120	734	180	29	1060
MSTRG.9402	102	10380	75	582	6595	244	107	6641	114
MSTRG.9403	0	526	50	0	421	130	0	636	44
MSTRG.9404	69	326	2128	92	39	8108	7	146	1993
MSTRG.9405	438	55	213	730	15	191	275	157	199
MSTRG.9406	8852	3	813	5778	495	325	4083	0	1649
MSTRG.9407	1340	44	3875	1831	35	1422	799	42	5025
MSTRG.9408	997	527	0	879	968	0	506	734	0
MSTRG.9409	1744	106	140	1395	214	90	1217	561	39
MSTRG.941	471	707	10946	558	26055	10809	731	642	6769
MSTRG.9410	208	2766	337	0	3255	772	136	1634	141
MSTRG.9411	5106	272	256	7635	1540	244	2042	888	357
MSTRG.9412	261	0	1217	483	25	688	136	9	2167
MSTRG.9413	733	3996	54	475	2669	65	341	852	9
MSTRG.9414	2573	1036	4691	1701	1260	5302	2680	837	5016
MSTRG.9415	0	1217	979	0	958	1781	0	1369	1369
